"symbol","date","open","high","close","volume","adj","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange"
"ARTX",2017-07-27,3.8,3.83,3.75,280000,3.75,"Arotech Corporation",3.75,"$99.1M",1994,"Miscellaneous","Industrial Machinery/Components","NASDAQ"
"ARTX",2017-07-28,3.75,3.75,3.75,103600,3.75,"Arotech Corporation",3.75,"$99.1M",1994,"Miscellaneous","Industrial Machinery/Components","NASDAQ"
"BCOR",2017-07-03,21.2,21.3,20.4,296400,20.4,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-05,20.4,20.7,20.35,646100,20.35,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-06,20.05,20.35,20.200001,438900,20.200001,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-07,20.2,20.2,19.9,740900,19.9,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-10,19.9,20.15,20,451300,20,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-11,20.05,20.25,20.200001,444300,20.200001,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-12,20.3,20.5,20.15,611300,20.15,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-13,20.2,20.9,20.049999,534400,20.049999,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-14,20.05,20.35,20.25,325600,20.25,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-17,20.25,20.3,20.1,273200,20.1,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-18,20,20.35,20.299999,387600,20.299999,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-19,20.35,21.45,21.1,578600,21.1,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-20,21.1,21.1,20.65,528400,20.65,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-21,20.75,20.85,20.700001,321500,20.700001,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-24,20.7,21.03,20.9,173800,20.9,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-25,20.9,21.2,21.15,278000,21.15,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-26,21,21.28,21.049999,645000,21.049999,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-27,22,23.95,23.75,1014600,23.75,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BCOR",2017-07-28,23.8,24,22.9,566300,22.9,"Blucora, Inc.",22.9,"$984.24M",NA,"Technology","EDP Services","NASDAQ"
"BTN",2017-07-03,6.7,6.7,6.7,0,6.7,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-05,6.5,6.7,6.55,65600,6.55,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-06,6.65,6.9,6.25,62000,6.25,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-07,6.47,6.8,6.75,5700,6.75,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-10,6.73,6.76,6.6,9800,6.6,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-11,6.5,6.8,6.45,22200,6.45,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-12,6.55,6.95,6.81,60200,6.81,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-13,6.85,6.85,6.75,44600,6.75,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-14,6.8,6.8,6.75,26200,6.75,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-17,6.65,6.9,6.7,166900,6.7,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-18,6.75,6.8,6.8,89700,6.8,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-19,6.8,6.8,6.55,88500,6.55,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-20,6.6,6.95,6.85,29600,6.85,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-21,6.7,6.8,6.72,6200,6.72,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-24,6.7,7,6.95,16500,6.95,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-25,6.76,6.95,6.75,13700,6.75,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-26,6.75,6.85,6.85,4300,6.85,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-27,6.8,6.8,6.8,8600,6.8,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BTN",2017-07-28,6.8,6.95,6.95,10100,6.95,"Ballantyne Strong, Inc",6.95,"$99.06M",NA,"Miscellaneous","Industrial Machinery/Components","AMEX"
"BWA",2017-07-03,42.8,43.98,43.18,1325700,43.18,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-05,43.1,43.34,43.18,2274000,43.18,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-06,43.12,43.36,43,1867300,43,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-07,42.85,44.26,44.09,2935200,44.09,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-10,44.22,45.15,45.080002,3684500,45.080002,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-11,45.1,45.89,45.529999,2178400,45.529999,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-12,45.8,46.23,45.610001,2316800,45.610001,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-13,45.57,46.45,46.200001,2162500,46.200001,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-14,46.26,46.44,46.259998,1417700,46.259998,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-17,46.55,46.66,46.220001,1468900,46.220001,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-18,46.19,46.35,46.189999,1247100,46.189999,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-19,46.43,46.79,46.759998,1231000,46.759998,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-20,46.98,47,46.290001,1949700,46.290001,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-21,45.8,45.8,44.919998,2795200,44.919998,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-24,44.89,45.18,44.720001,2209000,44.720001,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-25,45.25,46.09,45.84,1899200,45.84,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-26,45.79,46.4,45.860001,3610800,45.860001,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-27,47.65,48.03,47.02,3918600,47.02,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWA",2017-07-28,47,47.17,46.91,2494100,46.91,"BorgWarner Inc.",46.91,"$9.96B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"CDW",2017-07-03,62.55,63.6,62.759998,340900,62.759998,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-05,62.83,63.42,62.990002,773600,62.990002,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-06,62.42,62.6,61.23,1284100,61.23,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-07,61.38,62.5,62.360001,1088400,62.360001,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-10,62.3,62.85,62.630001,717500,62.630001,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-11,62.4,63.43,63.23,718500,63.23,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-12,63.2,64,63.450001,530400,63.450001,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-13,63.54,63.99,63.349998,664900,63.349998,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-14,63.34,63.77,63.560001,983100,63.560001,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-17,63.5,63.85,63.720001,492500,63.720001,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-18,63.54,63.84,63.59,704700,63.59,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-19,63.56,64.52,64.059998,608300,64.059998,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-20,63.88,64.3,63.669998,634100,63.669998,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-21,63.62,63.66,63.52,658000,63.52,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-24,63,63.87,63.509998,549100,63.509998,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-25,63.5,64.04,63.799999,716000,63.799999,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-26,63.99,63.99,63.93,303800,63.93,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-27,64.09,64.23,63.360001,449400,63.360001,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-28,63.23,63.46,63.369999,367900,63.369999,"CDW Corporation",63.37,"$9.95B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CEVA",2017-07-03,45,45.35,44.25,85400,44.25,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-05,45,45.25,45.150002,100300,45.150002,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-06,44.4,45.3,44.700001,113300,44.700001,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-07,44.7,45.7,45.599998,82300,45.599998,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-10,45.65,45.85,45.599998,91300,45.599998,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-11,45.6,46.45,45.5,119500,45.5,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-12,46.1,46.85,46.599998,80300,46.599998,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-13,46.6,46.8,46.049999,66800,46.049999,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-14,46.35,46.68,46.450001,82600,46.450001,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-17,46.5,46.5,46.299999,90700,46.299999,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-18,46.25,46.3,45.900002,120300,45.900002,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-19,46.25,47.25,47.150002,124600,47.150002,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-20,47.25,47.3,47.099998,124600,47.099998,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-21,47.1,47.1,46.200001,111800,46.200001,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-24,46.15,46.35,46.25,68400,46.25,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-25,46.3,46.45,46.099998,78400,46.099998,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-26,46.45,48.15,47.900002,192500,47.900002,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-27,48.05,48.2,46.099998,178300,46.099998,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-28,45.9,46.3,46.200001,53100,46.200001,"CEVA, Inc.",46.2,"$995.76M",NA,"Technology","Semiconductors","NASDAQ"
"CFBI",2017-07-03,14,14,13.64,2600,13.64,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-05,5.95,6,5.85,82600,5.85,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-06,5.79,5.9,5.68,31200,5.68,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-07,13.79,13.98,13.98,400,13.98,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-10,14,14,13.73,2900,13.73,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-11,13.58,13.59,13.34,6500,13.34,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-12,13.65,13.85,13.52,2000,13.52,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-13,13.7,13.7,13.31,1200,13.31,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-14,13.3,13.35,13.3,1900,13.3,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-17,13.3,13.49,13.49,6900,13.49,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-18,13.419,13.426,13.4,2300,13.4,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-19,13.4,13.4,13.36,1900,13.36,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-20,13.27,13.27,13.16,12600,13.16,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-21,13.229,13.37,13.37,1700,13.37,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-24,13.39,13.39,13.197,4900,13.197,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-25,13.314,13.34,13.15,2200,13.15,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-26,13.15,13.15,13.12,9200,13.12,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-27,13.12,13.12,13.06,47100,13.06,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CFBI",2017-07-28,13.06,13.18,13.18,3300,13.18,"Community First Bancshares, Inc.",13.18,"$99.35M",2017,"Finance","Savings Institutions","NASDAQ"
"CGG",2017-07-03,4.51,4.74,4.67,6200,4.67,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-05,4.62,4.66,4.66,4600,4.66,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-06,4.6,4.64,4.64,1800,4.64,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-07,4.51,4.75,4.58,2400,4.58,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-10,4.56,4.75,4.6,5600,4.6,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-11,4.59,4.73,4.73,4000,4.73,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-12,4.61,4.71,4.71,7700,4.71,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-13,4.74,4.75,4.71,1300,4.71,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-14,4.71,4.75,4.7,3500,4.7,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-17,4.62,4.62,4.59,2800,4.59,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-18,4.77,4.77,4.7,2400,4.7,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-19,4.75,4.75,4.63,300,4.63,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-20,4.63,4.63,4.63,0,4.63,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-21,4.64,4.64,4.53,200,4.53,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-24,4.5,4.5,4.5,900,4.5,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-25,4.38,4.38,4.38,1800,4.38,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-26,4.45,4.58,4.58,3200,4.58,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-27,4.54,4.54,4.48,900,4.48,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
"CGG",2017-07-28,4.47,4.52,4.49,1600,4.49,"CGG",4.49,"$99.38M",NA,"Energy","Oil & Gas Production","NYSE"
